,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,class-0-latency,class-1-bw,class-2-bw
748,26,21,11,0,97,100,66,34,1.615556,8329.256770249996,2816.720008000001
749,28,27,9,18,95,91,35,87,1.586102,7628.760335999995,1985.9910009999994
750,18,3,26,7,81,98,96,42,1.604225,7437.60228275001,3264.995812500001
751,39,1,20,1,99,55,100,94,1.607774,5374.556779749995,4983.941316750005
752,43,28,15,9,98,54,81,83,1.598039,5226.336717000004,4897.156954249995
754,5,34,23,33,45,97,85,92,1.618604,5902.515649750002,2811.810968500001
756,17,8,20,4,86,43,93,98,1.597943,4495.623110999997,5514.041186250001
757,17,22,22,13,91,99,96,64,1.583866,7325.706478749998,2946.6259502499975
760,5,22,2,28,43,55,59,78,1.581366,5139.26625625,3669.6147927499997
761,19,13,32,24,73,77,95,100,1.5897540000000001,5838.270188250003,3447.5398084999997
762,21,10,27,4,76,38,97,44,1.610011,4062.364099999998,5621.960162250002
764,28,12,22,26,75,85,72,77,1.583889,6252.639292500003,2909.359933499998
765,13,24,15,9,66,99,98,88,1.604921,7980.099915500002,2446.205615750001
766,21,16,10,3,98,69,81,68,1.5972140000000001,6161.200999749994,4677.993059499999
767,12,18,31,30,95,94,99,98,1.593221,5629.193785250001,3292.7000514999995
771,14,15,9,19,81,87,66,97,1.582284,7467.249632750011,2291.810512250001
773,12,0,26,35,63,81,63,82,1.576981,5609.130862249996,2978.5966859999994
775,26,36,24,12,72,91,98,88,1.598856,7194.933890499996,3095.3609945
776,0,10,26,31,64,71,96,96,1.6121240000000001,5734.729765999997,3104.679584500001
777,9,34,37,5,51,81,81,25,1.600174,6837.36800850001,3974.3542675000012
778,0,51,20,19,84,86,51,54,1.676474,6495.620012500001,2960.6366157500006
779,23,29,5,26,93,97,23,73,1.602008,7556.813955500004,1244.7369085000003
781,6,26,8,18,73,98,60,85,1.5989749999999998,8103.834395749993,1608.5076320000003
783,22,12,12,22,97,60,83,100,1.570813,5580.241679999999,3815.4816637500007
784,15,6,26,30,97,48,80,93,1.594853,4784.311055749997,3819.816111750002
786,37,24,36,1,95,75,100,72,1.596215,6603.665351499998,4531.053304249999
787,0,9,56,8,71,29,60,61,1.645296,3428.6534787499995,4793.264867
789,19,14,20,22,96,60,83,91,1.58444,5402.985811500005,3991.2128422499995
790,25,24,21,24,58,73,73,94,1.571374,6162.983177000003,3157.900572000002
791,10,21,6,35,76,95,53,96,1.5957629999999998,7192.696331999997,1304.8100475
792,25,4,11,17,95,73,86,95,1.599089,5940.953493499997,3768.279552250002
793,12,16,19,11,92,91,93,89,1.587505,7657.433749750009,2744.938135000001
794,27,10,14,3,91,55,54,59,1.5881720000000001,5206.319093250001,4455.989599499998
795,15,17,17,18,78,87,97,89,1.577534,7174.470422499994,2617.13385575
796,20,10,9,36,61,94,77,70,1.580493,7037.528753499997,1430.5531967500006
797,21,10,8,17,86,94,50,90,1.594438,7436.037064749999,2259.9875940000024
798,18,28,1,11,88,97,6,56,1.603529,7967.965601500004,930.5799000000002
799,7,9,11,21,37,89,75,80,1.58329,7482.229472249991,2062.4744895000003
800,34,1,17,35,90,34,71,95,1.591189,3762.441872749996,4343.367813749998
802,10,35,14,19,70,98,68,93,1.594625,7545.9110712500005,2196.2261207499996
803,6,29,18,33,81,94,71,74,1.580593,6435.943843499999,2322.922944249998
804,23,4,14,24,96,29,93,99,1.607718,3340.5637727500016,4958.0049517499965
805,5,15,22,26,56,69,88,87,1.582569,6058.374644999996,3137.223720500001
806,8,13,15,15,55,87,96,87,1.5843289999999999,7438.087463749998,2670.9413537499995
807,9,0,3,60,75,51,71,91,1.594262,5009.288788999994,1895.4277034999996
809,9,12,13,17,38,56,92,66,1.582561,5163.486005499995,4402.365684250002
810,47,0,20,4,95,41,56,77,1.59026,4345.877171249998,4496.877194499999
812,35,10,30,21,88,100,85,69,1.5779290000000001,6121.304035499998,3461.7197532500004
813,17,5,27,8,79,100,100,65,1.595036,7352.533338250005,3272.894618999999
814,18,24,2,5,87,100,15,98,1.6042459999999998,8254.972694249998,1678.9782035000012
815,0,41,20,31,98,94,77,72,1.658658,6416.738033250003,2516.5319452499994
816,39,12,11,26,75,86,37,85,1.579619,7062.935831000003,1961.4219674999995
819,20,17,5,14,91,64,71,72,1.587555,5650.545356000004,4255.235193249998
820,13,29,10,32,80,94,91,85,1.590479,6919.918062000004,1708.85562975
821,22,14,24,10,85,60,97,44,1.591911,5603.976250249994,4605.972767000001
822,0,7,11,71,13,26,97,97,1.725951,3076.390028499999,3143.6443322500004
823,25,8,23,0,98,32,92,90,1.605334,3549.5948822500013,6187.313793749998
824,20,22,5,27,98,85,52,90,1.592172,7121.666667749997,1866.7948252500005
825,26,21,7,18,82,74,67,62,1.582924,6005.303856499998,3569.7269440000014
826,18,14,9,22,91,86,59,99,1.585899,7229.043244249999,2221.5199470000016
827,18,11,30,28,99,42,100,99,1.5865369999999999,4365.431070499997,4397.416115249997
828,2,31,20,34,99,97,86,79,1.6151360000000001,6217.191218250008,2554.3141374999987
830,14,31,18,4,58,94,72,69,1.603468,7874.157425250001,2975.924014749998
831,28,15,17,37,33,29,96,54,1.6092279999999999,3486.2709045,4473.466873749999
832,21,3,6,20,93,32,73,91,1.607777,3703.4654652499994,4683.936834499999
833,24,3,28,3,92,73,88,43,1.600457,6415.687802000009,4482.518433999999
834,21,22,24,8,76,74,89,38,1.588337,6275.706290750005,4199.69677875
835,34,8,31,7,100,48,96,98,1.604954,4842.168092,5197.279451500005
836,11,19,20,3,89,98,98,46,1.603697,8217.548129000004,2785.7136732499985
837,14,15,9,17,90,89,75,88,1.585329,7285.040615499997,2570.62673475
838,19,14,29,14,85,62,96,95,1.578962,5587.760209250003,4361.910819999999
839,31,8,32,13,100,32,86,97,1.6141860000000001,3609.513043750002,5149.160623750005
840,20,16,22,8,77,58,76,27,1.608747,5448.0445372500035,4745.882749249999
841,31,4,21,7,95,31,92,63,1.5983649999999998,3397.904633750001,6131.383180249998
842,33,32,19,1,98,77,69,78,1.603982,6727.428437500004,4314.179420499998
843,16,19,1,15,73,86,47,57,1.580127,7127.419707749997,2779.483795499997
844,20,12,21,14,90,63,93,73,1.575234,5759.012697999998,4181.689023999998
845,9,6,24,18,79,58,95,72,1.587226,5279.146431500005,4312.8526225
846,37,32,26,3,100,95,76,39,1.620914,7556.2572480000035,3366.8208125000024
847,24,8,21,7,100,57,80,77,1.5917810000000001,5437.568427999999,4866.012334250002
851,17,14,21,0,90,83,96,38,1.613214,7090.870141249998,4174.271820500001
852,26,23,2,5,98,91,34,46,1.5984180000000001,7488.5368345,2813.692091750002
853,16,15,15,3,100,96,97,83,1.599602,8152.456282999998,2852.804660499999
854,5,25,8,10,96,100,54,98,1.605162,8215.492964499996,2086.66920675
856,17,25,16,20,99,100,82,83,1.576047,7302.080397999993,2386.1789722500007
857,3,26,12,13,97,93,60,83,1.596997,7828.872202749998,2398.88787225
858,21,30,5,16,70,100,30,79,1.607367,8120.335342,1467.97299425
859,41,7,12,22,88,84,39,49,1.5823450000000001,6904.714108499994,2381.9732664999983
860,15,19,23,28,25,81,73,39,1.574705,6238.2125832500005,2852.4971002499997
861,5,16,16,13,77,95,80,97,1.598096,7599.641087749997,2557.3241720000015
862,20,6,13,16,89,43,52,61,1.5918139999999998,4470.108747000003,4226.47952975
863,38,32,9,18,100,84,37,91,1.575762,6930.911541000002,2578.3336164999996
865,33,5,20,17,96,91,66,56,1.581704,7226.551770249998,2732.436655500002
866,4,23,13,24,97,81,74,88,1.597721,6509.830951499997,2753.0086029999993
867,25,13,6,14,97,58,34,81,1.564554,5362.230538499994,3296.5183237500037
868,22,1,34,8,99,91,74,54,1.59087,6817.880869999997,3779.953718
870,15,4,17,23,88,28,95,98,1.610441,3257.383105749998,5089.626312999997
871,8,4,14,25,31,63,54,75,1.571661,5599.817039249997,3487.3270984999976
872,36,45,1,8,83,98,16,58,1.595665,8292.624949250001,1674.6926307499991
874,13,15,29,30,77,83,99,99,1.580969,5733.070372249998,3183.015584499999
875,34,24,0,20,94,94,58,86,1.604688,7646.427156249995,1793.668270249999
876,9,25,8,11,64,94,76,62,1.5962749999999999,7774.835826499992,2529.973982
877,43,17,9,10,100,98,33,92,1.605777,7889.3637629999985,2097.3837365
878,48,9,13,21,94,20,75,76,1.617011,2558.6271254999965,5483.708381000001
879,21,24,23,13,94,93,97,52,1.598285,7177.248001000002,3049.566745000001
881,1,33,42,3,90,98,97,83,1.635348,6735.683679000003,4270.888567250002
882,14,18,15,13,92,100,95,76,1.599195,7791.62764775,2374.2580427500006
883,31,31,34,2,81,76,90,58,1.603256,6717.751025000002,4363.5964382500015
885,27,8,27,27,79,85,87,89,1.583615,5987.646581750003,3181.720972
886,23,0,34,40,68,54,91,98,1.579386,4818.432332750007,3511.7948055
888,20,6,3,27,93,54,30,85,1.5755080000000001,5185.509918750004,3031.018972249999
889,38,9,2,13,100,84,48,88,1.583917,7176.9440144999935,2935.020921500001
892,1,32,21,18,15,94,68,93,1.6394449999999998,6808.11882,2999.5882512500007
893,24,27,18,27,91,100,83,95,1.5750609999999998,6686.722039749997,2463.667393249998
894,12,14,16,8,81,97,98,93,1.618004,7962.265013499995,2521.3718409999997
897,6,18,14,19,81,95,86,96,1.596737,7044.026851999991,2555.4990755000013
899,22,10,1,17,98,97,47,100,1.59396,8182.961943499992,1574.9061110000002
900,17,1,40,29,64,66,92,70,1.590156,5112.4000545,3681.2889557499975
903,26,1,48,23,87,78,89,52,1.590579,5050.424335500003,4298.433066249999
904,36,25,17,13,98,93,95,64,1.585905,7642.860411749999,2609.8990435
906,7,1,20,56,17,8,28,71,1.6229049999999998,2197.588682,3558.4127907499997
907,12,5,35,18,77,34,96,97,1.604414,3862.1664064999986,4592.720268000003
908,20,23,29,11,53,80,74,56,1.5888689999999999,6775.929928249997,3575.4787917500034
909,15,3,35,36,94,48,91,97,1.588642,4774.876830499994,3647.3691464999993
910,29,21,14,0,98,86,98,56,1.6057709999999998,7410.491703250001,3875.3068447500004
911,31,12,13,17,81,60,29,46,1.576911,5359.680654000006,3060.0881587500007
912,19,27,22,19,69,87,65,55,1.578897,6712.517739000006,3011.2731472500004
914,29,25,11,15,99,85,91,77,1.5887310000000001,7044.833897750001,2965.468167500001
915,19,13,12,12,94,86,81,78,1.587958,7188.044786250006,3023.9260190000005
916,13,1,26,24,67,19,99,92,1.626765,2518.2902810000005,5155.491828250002
917,29,24,16,9,100,81,67,69,1.5793309999999998,7076.811788749995,3449.4543085000023
920,2,39,38,9,54,97,100,62,1.629402,6626.601218749996,3953.342436249999
922,3,16,14,22,31,94,76,94,1.589882,7338.87076175001,2168.340681499999
923,20,22,23,27,64,60,81,86,1.584994,5352.178812750001,3639.143707000001
924,2,1,35,41,71,68,89,93,1.598744,4783.2667795,3465.434313749998
925,28,27,12,24,97,85,88,73,1.582779,7109.740970999999,2206.7701809999985
926,40,11,3,4,44,35,59,77,1.596531,3918.4153090000004,4675.829411000001
927,25,25,20,12,97,85,80,82,1.5828280000000001,7211.2751020000005,3060.355185499998
929,29,23,28,12,89,94,99,87,1.579559,7078.757288749999,3268.2776452499966
930,36,6,15,2,63,8,93,6,1.6033879999999998,2813.369034499999,6199.597121750001
931,39,13,36,1,85,84,69,74,1.6054149999999998,7126.824854249993,4001.090526250002
932,2,5,31,25,82,90,89,89,1.608712,5788.8662795,3472.1744059999983
933,23,21,3,19,90,95,76,78,1.593241,7786.828278750003,1807.8708660000002
934,5,8,31,15,82,46,89,46,1.609702,4682.629107999998,4430.8841235000045
936,15,8,16,21,93,100,67,72,1.578004,7271.484134749999,2306.8678380000024
937,43,38,2,12,91,83,85,47,1.5998510000000001,6751.250026749999,3442.5020210000007
940,23,19,11,3,84,66,75,93,1.595968,6027.1739965,4764.502047999999
942,11,16,18,14,94,86,92,90,1.595853,7097.630501000008,2945.93334125
943,22,4,18,40,63,48,97,89,1.575708,4787.348507250006,3370.8310129999977
944,27,7,24,9,96,49,100,99,1.60588,4875.588418499999,5102.951526
946,22,23,8,21,90,81,42,77,1.5897160000000001,6789.807080499999,2603.5738002500016
947,20,22,1,17,99,98,16,100,1.596256,8353.183266000013,1128.840445
948,8,15,36,22,86,99,100,94,1.586916,5754.106045500001,3687.0050404999984
949,18,24,44,5,46,78,98,58,1.591245,6348.965168249995,4353.512527000002
950,37,5,25,25,99,71,90,95,1.578779,5957.732199499997,3295.8316800000002
951,35,27,31,2,94,75,86,58,1.601967,6541.435718749997,4456.728696749999
953,25,6,13,23,79,36,72,79,1.598469,3960.283995499996,4895.8718767499995
955,27,46,0,6,86,99,17,98,1.599939,8337.92447775,1808.9997777500002
956,2,15,2,72,97,45,21,96,1.633152,4503.960607750001,1279.6783444999992
957,2,34,17,45,25,78,56,79,1.665146,5474.572179500004,2352.26869325
958,16,13,15,7,99,91,89,72,1.59541,7655.067443499998,3042.0017220000004
959,0,9,19,31,87,38,78,97,1.610818,4089.7953485000016,4379.0841085
960,31,26,11,28,89,71,34,85,1.577486,6043.914557249997,2667.180297999999
961,34,19,6,39,81,63,56,90,1.59036,5610.129831749998,2717.344761750001
963,15,25,16,22,54,65,83,95,1.580276,5637.613535999998,3747.4465364999983
966,27,1,35,31,48,56,72,76,1.573168,5228.15704325,3550.989625749998
968,4,9,19,26,15,53,81,91,1.592724,4993.920326249994,3976.1900895000003
969,0,25,19,19,20,100,95,83,1.607449,7136.864661499996,2652.945520250001
970,5,4,40,18,15,15,98,99,1.621274,1967.9224475,6193.192005
971,6,16,27,14,24,67,80,84,1.5809259999999998,5941.692589499998,4050.6768242499966
974,2,31,19,39,14,93,58,95,1.6674129999999998,6164.1752712499965,2303.307056500001
975,25,17,42,0,73,96,72,51,1.6044450000000001,6969.058512999999,4252.096415249997
977,11,7,33,26,31,28,96,95,1.6147960000000001,3239.810467249999,5140.235426250001
979,10,14,11,17,66,89,100,99,1.607381,6902.213096250007,2847.646475249997
980,13,11,6,23,80,50,67,100,1.586144,4835.971594250001,4289.224146999999
982,23,12,1,25,99,44,69,87,1.590517,4495.966433,4406.250716249998
984,13,18,9,24,45,97,52,85,1.606116,7397.177218749998,1802.1166327500007
985,26,20,18,22,88,80,64,77,1.573439,6757.392881249995,2779.3323995
986,0,9,19,20,82,41,100,91,1.61918,4284.455777249997,4799.510241000002
989,28,31,14,8,96,97,51,47,1.590993,8217.62085124999,2382.8458769999984
990,18,13,18,2,95,84,100,78,1.596305,7301.156520750004,3852.332831
992,4,15,25,26,88,86,99,93,1.596123,6179.080008750001,3051.4979385
993,1,45,36,1,51,85,88,31,1.650948,7104.715107999999,4016.4029590000005
994,12,25,23,13,94,97,82,88,1.583901,7292.736768,2960.8058925
996,14,11,13,11,87,73,87,70,1.6001940000000001,6149.2729180000015,4107.816220750004
997,65,3,5,21,46,90,18,81,1.5857,7467.932698749994,1522.7425087499998
998,40,8,46,4,93,57,86,12,1.60087,5570.853950500001,4925.602675250005
999,2,34,18,30,68,98,100,94,1.601195,6585.757728000002,2393.188476249999
1000,11,21,17,17,98,92,90,83,1.584706,7148.9059915,2733.5977544999996
1001,9,25,26,17,96,96,81,60,1.583589,6604.3388857499995,3259.669543000001
1002,33,12,19,33,96,76,95,98,1.5809959999999998,6143.848895999995,2583.278418250001
1003,28,30,29,9,94,98,96,28,1.60919,6759.881973999999,3634.622098750001
1004,8,3,30,44,47,77,82,100,1.593884,5123.423337250003,2927.4535194999994
1005,7,10,43,2,28,25,84,71,1.604779,2848.5310065000003,6182.066204000001
1006,21,33,16,17,95,94,98,97,1.578233,7579.022645750003,2353.47628525
1007,20,16,18,24,92,84,95,89,1.595031,6577.768326750006,2741.9233327500015
1008,19,21,2,7,89,98,33,42,1.59397,8307.241202499994,2183.7103364999994
1009,30,11,32,10,95,42,100,66,1.600797,4403.916597250001,5168.913603999998
1010,33,4,25,7,99,30,97,62,1.598194,3304.9547675000003,6153.746843000001
1011,33,27,7,25,93,95,52,77,1.5934439999999999,7440.27853275,1641.7038449999993
1012,19,25,1,5,79,98,17,57,1.597152,8250.16379425,1816.4038652500005
1013,14,32,31,0,28,72,92,40,1.6074549999999999,6479.225159250006,4587.2902882499975
1014,17,50,6,9,38,89,28,25,1.5859139999999998,7566.549780000002,2580.124140250001
1015,27,0,29,0,88,5,76,98,1.637801,1374.1481294999985,5493.855475999999
1016,5,9,41,37,38,36,99,96,1.61894,3997.551202500001,3993.9224737499994
1017,28,53,4,2,77,95,8,17,1.616857,7362.200021750004,1811.7320542500004
1018,11,13,5,65,48,59,46,100,1.603542,5121.923686249998,1331.7680374999995
1019,17,6,27,12,56,43,89,92,1.588438,4461.002348999996,5373.1775275
1020,9,12,14,18,49,67,82,92,1.578854,5710.471871000002,3933.407068000001
1021,17,11,8,19,98,83,77,99,1.580649,6908.257006749996,2813.854217000001
1022,18,11,25,17,85,94,94,67,1.583573,6587.5637535000005,3255.1097880000007
1023,0,22,12,18,83,99,89,81,1.6118359999999998,7742.655277750002,2004.7020917499995
1024,25,4,1,48,48,39,86,89,1.593308,4156.2175742499985,3451.5571604999986
1025,4,24,33,32,44,97,99,99,1.608619,5478.876826999998,3317.0247075000007
1026,0,14,42,39,30,37,89,89,1.677668,4017.5259120000032,4063.7969969999995
1027,0,18,18,24,93,94,55,74,1.607917,6589.113472750009,2657.2191727500026
1028,5,25,20,16,79,99,89,90,1.5947049999999998,7183.7270237499915,2789.8085107500015
1029,18,8,32,16,97,29,98,66,1.609581,3309.348824000003,5163.661242250001
1030,17,25,2,22,87,93,68,94,1.598366,7320.729495499992,1924.3180739999996
1031,12,23,26,22,72,95,89,82,1.587059,6294.186115,3226.693868999999
1032,25,6,8,19,79,98,92,85,1.598444,7902.841569000007,1732.7833174999998
1033,27,1,36,17,60,92,99,49,1.5768300000000002,6106.634141500006,3761.4476685000013
1034,4,19,21,9,73,97,92,96,1.613531,7652.910947999996,2839.773894999999
1035,15,8,14,11,72,76,96,75,1.5869659999999999,6609.190702,3729.9835675000054
1036,13,31,4,8,91,99,96,92,1.598504,8088.182212249995,2416.210173500002
1037,34,10,30,4,95,41,54,46,1.587872,4352.006914499998,4533.958435999998
1038,15,24,22,16,96,94,87,68,1.577399,7031.760217750001,3031.6889282499997
1040,25,22,16,14,67,80,73,99,1.5888740000000001,6731.0631285,3330.897092999999
1041,1,13,29,24,18,84,94,97,1.612545,5963.784457749996,3378.9205559999978
1042,1,19,1,36,84,63,15,78,1.5968200000000001,5920.480491500002,1917.0808807500002
1043,0,30,18,36,97,90,66,92,1.652177,6112.517119999997,2429.732084000002
1044,3,39,2,36,75,95,80,100,1.612115,7447.055578249996,825.6602287499996
1045,3,20,37,31,25,90,96,95,1.608844,5297.455787499999,3545.8099845000006
1046,10,15,38,15,93,35,76,87,1.6050300000000002,3850.4815119999985,4835.02149575
1048,33,20,9,4,100,76,39,41,1.582114,6684.818266499999,3575.088978249999
1049,48,39,7,1,92,71,32,96,1.5793,6002.956627499993,3132.9679499999984
1050,22,22,5,7,93,95,37,32,1.591624,8052.507637749999,2448.13084575
1051,14,12,17,5,93,72,95,75,1.594675,6314.53394975,4409.025906999999
1052,23,2,40,8,70,14,99,61,1.609077,1879.0507307500018,6200.462580249999
1053,21,21,7,11,93,96,56,59,1.593166,8190.207482500009,2169.934511750002
1054,4,1,14,30,18,70,66,99,1.5949,5846.893787499999,2972.3870764999983
1055,6,20,5,20,26,69,71,100,1.584816,5770.881176999999,3669.8245997499967
1056,23,31,14,11,70,94,75,100,1.595033,7617.276908249997,2682.9552652500015
1057,13,11,20,16,54,81,79,84,1.6094439999999999,6054.172518249995,3578.939437
1058,13,33,9,28,52,91,51,89,1.592239,7277.641292750001,1699.0268227499994
1059,7,32,2,25,48,70,32,77,1.576863,6032.260654999999,2781.3220012500014
1060,15,6,11,28,56,59,55,77,1.5784349999999998,5420.515540499998,3485.6021402499973
1061,12,24,2,13,77,94,89,88,1.590241,7933.8073755,2244.4176667500005
1062,15,23,21,14,91,99,91,82,1.594455,7179.203031499996,2957.837581
1063,10,23,14,13,61,99,100,99,1.591246,7873.971462250002,2306.7736627500003
1064,6,33,5,21,25,92,16,68,1.593154,7653.543948250003,1342.0569899999991
1065,29,38,9,13,82,100,88,47,1.600105,8187.916277249995,1918.9834602500002
1066,14,3,18,17,55,10,66,63,1.632263,1906.9075572500008,4972.404242249997
1067,0,8,29,35,6,30,91,99,5.363659,3461.2762919999986,4501.11865925
1068,17,19,13,12,94,99,79,80,1.598339,8086.262940499999,2169.0392480000014
1069,7,32,15,1,81,96,72,96,1.608676,8092.699052,3011.1765865000007
1070,42,2,11,37,81,42,89,51,1.5806719999999999,4481.3644907500075,3697.6051355000013
1071,1,11,28,30,30,39,97,88,1.6155089999999999,4134.770634000004,4488.568307749998
1072,20,8,13,9,98,74,97,84,1.585659,6422.125100500003,4009.795189750002
1073,46,15,11,17,92,77,43,93,1.572712,6494.557857749999,3107.335567
1074,6,13,24,6,41,76,85,22,1.5935540000000001,6659.443378750003,4094.7902210000007
1075,20,24,26,15,87,92,98,89,1.580216,6876.744028249997,3192.2340372499984
1076,36,26,20,0,95,98,94,73,1.6133549999999999,8219.033480249998,2968.3983322500003
1077,22,8,14,5,96,98,98,45,1.626148,7539.05892425,3020.7502854999984
1078,10,15,26,17,81,66,96,89,1.578319,5789.810419499998,3923.8739019999994
1079,11,10,26,36,79,93,46,72,1.596001,5494.056938749997,2892.905472
1080,0,28,31,18,57,89,100,100,1.625816,6293.6115242500055,3479.9027444999997
1081,20,35,36,6,91,90,98,86,1.592797,6929.020883250006,3869.074583500002
1082,12,20,9,31,77,66,73,95,1.5774810000000001,5760.607721750006,3043.786290500001
1083,13,20,20,10,68,56,90,55,1.595135,5165.326597499997,4948.1189242499995
1085,21,13,9,6,100,92,87,89,1.605934,7623.566389750006,3074.895143999999
1086,21,5,17,23,93,58,97,99,1.574261,5287.444591249996,3949.764966750001
1087,15,14,17,18,58,64,76,76,1.580527,5665.125843749997,3997.3509305000002
1088,22,10,12,24,75,31,54,94,1.60662,3623.7621335000003,4571.413993499998
1089,33,35,4,13,95,98,41,62,1.594748,8049.129247749993,1958.2343102499988
1090,8,4,56,15,58,72,100,90,1.5980210000000001,5151.135922250001,4674.636125499997
1091,26,14,1,24,78,39,99,100,1.6078009999999998,4087.136985749998,4706.337451999999
1092,11,17,19,33,56,58,45,81,1.5726930000000001,5371.154545249997,3094.5515635000006
1093,20,18,10,1,88,94,89,98,1.616422,7908.806798750007,3220.9217557500006
1094,15,4,20,19,68,100,69,53,1.581794,7034.243345749996,2757.197618750001
1095,24,21,19,6,100,89,91,64,1.594065,7598.357200499997,3207.10659025
1096,11,11,15,15,49,89,90,84,1.598388,6909.1820687500085,3048.4199525000004
1097,13,19,25,6,53,89,100,62,1.602977,7524.43075000001,3238.1308080000017
1098,5,35,9,25,69,98,84,91,1.603267,7187.41297925,1907.0541864999998
1099,14,13,7,27,74,89,79,98,1.593274,7184.709308250006,1736.1557480000008
1100,26,16,8,19,90,76,23,53,1.5754139999999999,6538.80357624999,2427.1357059999996
1101,8,4,20,19,48,30,98,98,1.608507,3458.1553937499984,4903.436898999998
1102,12,19,8,20,66,100,85,97,1.5935579999999998,7983.380559250002,1589.0586384999992
1103,27,3,15,43,51,15,64,63,1.6273879999999998,2217.221260749999,5124.219659000001
1104,19,18,7,17,100,98,74,98,1.5948,7937.647102750005,1815.379860250001
1105,8,17,19,9,63,95,100,94,1.607937,7495.0957322500035,2940.7477385000007
1106,28,17,17,30,93,60,95,98,1.5833629999999999,5286.442041250002,3503.187895750001
1107,11,36,5,35,41,91,55,95,1.591826,7261.435986249996,1120.1632009999998
1108,2,25,26,12,36,85,85,94,1.598355,7019.335029750002,3269.3958282499966
1109,2,32,8,11,29,72,99,72,1.601456,6305.849551249999,3958.3432665000005
1110,22,9,8,19,99,96,80,96,1.60027,7744.253875000005,1839.5924549999988
1111,20,14,22,22,77,94,90,96,1.5767,6606.62770125,2920.501232749999
1112,21,7,25,34,98,57,98,100,1.576219,5234.216450499998,3322.2377292500028
1113,13,23,13,18,91,94,63,70,1.589837,7577.259540749991,2192.0609477499997
1114,19,7,31,5,88,80,92,30,1.60054,6731.8296437499985,4044.6114545
1115,17,33,11,29,98,84,88,92,1.5866120000000001,6589.503287999998,2275.7506380000004
1116,17,4,24,22,91,50,93,85,1.582383,4890.096186750003,4391.374589500002
1117,23,8,31,34,86,94,100,100,1.594647,5409.2991354999995,3201.49183275
1118,20,22,13,10,81,94,91,96,1.592505,7875.577209999998,2543.6294092499998
1119,31,19,6,36,96,87,82,97,1.594102,6915.6825530000015,1409.9884032499986
1120,37,19,5,0,91,73,94,62,1.61711,6384.2797279999995,4667.037724999998
1121,10,25,2,43,31,97,50,81,1.598658,6808.450221750003,911.2727647500004
1122,4,22,13,49,56,45,41,88,1.609403,4649.15037125,3097.984790249999
1123,7,0,69,22,11,56,99,100,2.044622,4096.908567499999,4844.3555824999985
1124,7,32,20,30,91,98,74,90,1.596848,6194.9384224999985,2693.2466037500017
1125,11,40,24,10,98,94,83,65,1.590478,7475.652692999998,3012.4807362500005
1126,33,17,17,2,94,66,64,68,1.598964,6029.057498500006,4507.188796250003
1127,30,17,37,0,74,60,93,54,1.603533,5743.899344499999,4854.142667000002
1129,3,21,7,30,92,69,78,77,1.591572,5793.4665695,3018.3172222499993
1130,14,3,32,36,32,26,98,99,1.610084,3160.052297000003,4627.0132077499975
1131,26,8,29,15,92,51,91,50,1.5944530000000001,4893.865586499997,4797.477721999997
1132,9,37,4,33,76,99,24,92,1.604807,7416.870594999998,1028.7690167500004
1133,25,3,21,19,46,79,75,95,1.59041,6517.030001750001,3190.826177999997
1134,21,1,33,33,68,59,75,81,1.597912,5271.021127250005,3392.944334999999
1135,23,6,24,24,93,78,99,98,1.594225,5884.1431135000075,3293.2949077499998
1136,41,16,10,10,77,51,51,89,1.573134,4973.047970249999,4354.419708249996
1137,16,22,20,23,80,58,93,62,1.572295,5311.225652249998,3983.306885499999
1138,28,31,1,2,93,89,32,30,1.6162670000000001,7104.8867737499995,3112.8013127499994
1139,18,24,33,8,64,89,86,36,1.598193,6767.988205000002,3772.3231312500006
1140,24,23,7,12,100,96,59,63,1.603053,7894.809247750001,2233.2727887499987
1141,25,13,28,17,70,87,93,84,1.5923919999999998,6550.9080900000035,3313.294648500002
1143,0,47,10,13,48,87,32,28,1.640784,6852.689979499997,2760.585547499999
1144,13,46,18,2,81,94,48,29,1.608252,7773.879767499995,3068.524598250001
1145,2,47,30,16,20,99,77,36,1.658466,6307.651992750002,3560.2259652500015
1146,32,6,29,2,95,70,88,64,1.600686,6324.427128000001,4583.99891975
1147,32,22,16,12,100,96,77,80,1.601222,7496.455909000002,2721.55642425
1148,14,21,8,16,82,100,63,85,1.59979,8165.454865250004,1691.0004617499994
1149,20,11,16,25,81,66,75,100,1.5973549999999999,5555.304289750002,3541.699647499999
1150,21,21,9,10,91,88,66,54,1.6123349999999999,7184.877395250001,3068.1622027499993
1151,22,20,24,27,42,100,88,86,1.578549,6123.905182999996,2998.720407750002
1152,21,14,21,32,85,54,61,100,1.598675,4685.3959547500035,3774.619101
1153,13,43,17,12,27,89,62,61,1.593186,7408.702373500004,2879.7686102500015
1154,22,30,30,4,97,100,92,96,1.600695,7402.201891499998,3536.3817217500005
1155,32,20,6,34,96,62,91,95,1.580129,5518.77021725,3077.607156249999
1157,8,12,33,34,42,71,93,74,1.596609,5142.186880999998,3430.624008249999
1158,18,28,16,17,73,91,71,94,1.581939,7412.422893249992,2513.5386002500013
1159,45,44,3,3,60,59,67,62,1.597448,5555.442568749997,4833.170176749996
1160,1,41,3,48,92,96,68,96,1.65828,6654.887199749996,810.7841039999998
