,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,class-0-bw,class-1-bw,class-2-bw,class-3-bw
1072,64977-1642733910,1.585659,5.130915,6.261097,14.264710000000001,98,74,97,84,20,8,13,9,505.6858062500002,6422.125100500003,4009.795189750002,1287.7202030000005
1073,58733-1642733057,1.572712,4.695366,8.091146,10.224154,92,77,43,93,46,15,11,17,505.9039585,6494.557857749999,3107.335567,2319.9665554999997
1074,76603-1642735506,1.5935540000000001,5.024527,6.227348,16.487722,41,76,85,22,6,13,24,6,505.69176650000014,6659.443378750003,4094.7902210000007,949.7070307500002
1075,18823-1642727472,1.580216,4.725292,7.95731,12.054401,87,92,98,89,20,24,26,15,505.90634400000005,6876.744028249997,3192.2340372499984,1777.5213729999994
1076,109746-1642724121,1.6133549999999999,4.031778,8.673802,34.534523,95,98,94,73,36,26,20,0,505.48314999999997,8219.033480249998,2968.3983322500003,261.1541724999999
1077,35820-1642729913,1.626148,3.758669,7.258971,14.012698,96,98,98,45,22,8,14,5,505.4223525000001,7539.05892425,3020.7502854999984,949.2135052499993
1078,44364-1642731136,1.578319,5.566779,6.15787,10.945999,81,66,96,89,10,15,26,17,505.8133600000002,5789.810419499998,3923.8739019999994,2113.22784375
1079,81502-1642736135,1.596001,6.038332,8.963913,7.139168,79,93,46,72,11,10,26,36,505.5761337500001,5494.056938749997,2892.905472,3471.9467147499977
1080,52470-1642721647,1.625816,5.049991,6.824136,10.915262,57,89,100,100,0,28,31,18,505.4140092499999,6293.6115242500055,3479.9027444999997,2109.4799037499997
1081,86418-1642736821,1.592797,5.048626,6.447121,18.852638,91,90,98,86,20,35,36,6,505.648851,6929.020883250006,3869.074583500002,891.851188
1082,89538-1642737246,1.5774810000000001,5.474732,7.889569,7.952141,77,66,73,95,12,20,9,31,505.83243275000007,5760.607721750006,3043.786290500001,3069.2446255
1083,69398-1642734477,1.595135,6.675227,4.556412,11.647817,68,56,90,55,13,20,20,10,505.7799817500001,5165.326597499997,4948.1189242499995,1550.2607822499997
1085,65433-1642733987,1.605934,4.028451,7.799226,17.986971,100,92,87,89,21,13,9,6,505.66315699999996,7623.566389750006,3074.895143999999,923.3140942500004
1086,73026-1642734976,1.574261,6.609973,6.044254,9.151907,93,58,97,99,21,5,17,23,505.8217047500002,5287.444591249996,3949.764966750001,2638.1063464999975
1087,44371-1642731144,1.580527,5.708936,6.033586,10.689275,58,64,76,76,15,14,17,18,505.7895180000001,5665.125843749997,3997.3509305000002,2212.6626959999994
1088,14320-1642726646,1.60662,10.797776,4.460696,6.042898,75,31,54,94,22,10,12,24,505.55586825,3623.7621335000003,4571.413993499998,3445.291518000001
1089,79724-1642735882,1.594748,3.785707,11.306437,13.357797,95,98,41,62,33,35,4,13,505.69295875,8049.129247749993,1958.2343102499988,1663.4798047500014
1090,89082-1642737151,1.5980210000000001,7.334484,4.056467,11.532081999999999,58,72,100,90,8,4,56,15,505.77163675000014,5151.135922250001,4674.636125499997,1908.6420544999996
1091,30912-1642718772,1.6078009999999998,9.164318,4.283672,8.001866,78,39,99,100,26,14,1,24,505.5212970000001,4087.136985749998,4706.337451999999,2967.560291749999
1092,20166-1642727690,1.5726930000000001,6.498562,7.362566,7.348929,56,58,45,81,11,17,19,33,505.80739975,5371.154545249997,3094.5515635000006,3421.0836892500024
1093,35798-1642719424,1.616422,4.060485,7.807274,26.913822,88,94,89,98,20,18,10,1,505.42473775000025,7908.806798750007,3220.9217557500006,388.5579120000003
1094,111961-1642724404,1.581794,4.547214,8.701145,11.356894,68,100,69,53,15,4,20,19,505.81097674999995,7034.243345749996,2757.197618750001,2102.0460147500016
1095,47942-1642721039,1.594065,4.271335,8.048356,19.11915,100,89,91,64,24,21,19,6,505.63931475,7598.357200499997,3207.10659025,893.5046182500004
1096,16151-1642727046,1.598388,4.107057,7.806833,12.130954,49,89,90,84,11,11,15,15,505.741834,6909.1820687500085,3048.4199525000004,1831.7949767500008
1097,15702-1642726974,1.602977,4.352548,7.696585,18.59914,53,89,100,62,13,19,25,6,505.54394675000003,7524.43075000001,3238.1308080000017,880.2270894999999
1098,6980-1642725655,1.603267,4.230907,11.154762999999999,9.629001,69,98,84,91,5,35,9,25,505.72872150000006,7187.41297925,1907.0541864999998,2659.596205999999
1099,9223-1642725952,1.593274,4.304042,11.082932,8.988714,74,89,79,98,14,13,7,27,505.6643482499999,7184.709308250006,1736.1557480000008,2786.2620352500016
1100,70786-1642734680,1.5754139999999999,4.84539,10.112039,8.154239,90,76,23,53,26,16,8,19,505.793095,6538.80357624999,2427.1357059999996,2924.892902999999
1101,88640-1642737132,1.608507,11.199274,2.950634,6.731918,48,30,98,98,8,4,20,19,505.44738749999993,3458.1553937499984,4903.436898999998,3228.6238679999983
1102,86411-1642736800,1.5935579999999998,4.144564,12.009187,11.172911,66,100,85,97,12,19,8,20,505.7942865,7983.380559250002,1589.0586384999992,2196.197509999999
1103,65424-1642733967,1.6273879999999998,15.074583,3.786438,5.131164,51,15,64,63,27,3,15,43,505.4759975,2217.221260749999,5124.219659000001,4173.481465000001
1104,60518-1642722764,1.5948,3.905521,11.19167,12.14152,100,98,74,98,19,18,7,17,505.7275284999999,7937.647102750005,1815.379860250001,1955.1575177500006
1105,33602-1642719127,1.607937,3.906648,8.136749,15.017323,63,95,100,94,8,17,19,9,505.54037100000005,7495.0957322500035,2940.7477385000007,1224.2174154999996
1106,33595-1642719117,1.5833629999999999,6.240248,7.119431,7.834119,93,60,95,98,28,17,17,30,505.8038227500001,5286.442041250002,3503.187895750001,3050.3356462499996
1107,107063-1642723786,1.591826,4.819414,14.601445,7.366364,41,91,55,95,11,36,5,35,505.71680024999995,7261.435986249996,1120.1632009999998,3285.4104044999995
1108,47482-1642721004,1.598355,4.617262,7.662378,13.172153,36,85,85,94,2,25,26,12,505.70368750000006,7019.335029750002,3269.3958282499966,1526.2866029999993
1109,42137-1642730808,1.601456,5.108289,6.109372,12.967235,29,72,99,72,2,32,8,11,505.64169925000004,6305.849551249999,3958.3432665000005,1501.8236645
1110,103935-1642723345,1.60027,3.985774,10.932334,11.413725,99,96,80,96,22,9,8,19,505.75017850000006,7744.253875000005,1839.5924549999988,2146.3322647500004
1111,51592-1642732071,1.5767,4.697941,8.418919,10.016227,77,94,90,96,20,14,22,22,505.80263124999993,6606.62770125,2920.501232749999,2373.8133915
1112,52927-1642721726,1.576219,6.603169,7.3682929999999995,7.325526,98,57,98,100,21,7,25,34,505.78117349999997,5234.216450499998,3322.2377292500028,3326.923846500001
1113,22860-1642728047,1.589837,4.194392,9.727075,11.534304,91,94,63,70,13,23,13,18,505.7907102500001,7577.259540749991,2192.0609477499997,2045.590877749999
1114,55178-1642732601,1.60054,4.711191,6.095734,16.727673,88,80,92,30,19,7,31,5,505.56898075000004,6731.8296437499985,4044.6114545,861.9654185000005
1115,63167-1642723083,1.5866120000000001,4.489112,9.664221,8.761729,98,84,88,92,17,33,11,29,505.76329325,6589.503287999998,2275.7506380000004,2938.7140277500016
1116,28228-1642718446,1.582383,7.299729,5.015856,8.984231,91,50,93,85,17,4,24,22,505.84435400000007,4890.096186750003,4391.374589500002,2597.6157189999994
1117,91295-1642737457,1.594647,6.473677,7.547927,7.366884,86,94,100,100,23,8,31,34,505.69653525000007,5409.2991354999995,3201.49183275,3279.4415952499994
1118,50240-1642721379,1.592505,3.958966,9.137347,14.973203,81,94,91,96,20,22,13,10,505.6595810000001,7875.577209999998,2543.6294092499998,1293.69020425
1119,68113-1642734317,1.594102,4.70259,12.906599,7.224241,96,87,82,97,31,19,6,36,505.6297785,6915.6825530000015,1409.9884032499986,3356.417418249998
1120,81509-1642736166,1.61711,5.237812,5.000484,21.541930999999998,91,73,94,62,37,19,5,0,505.3579792500001,6384.2797279999995,4667.037724999998,418.20168450000017
1121,8755-1642725844,1.598658,4.861271,15.319054,6.360055,31,97,50,81,10,25,2,43,505.66196475000004,6808.450221750003,911.2727647500004,3836.843966250001
1122,25089-1642728379,1.609403,7.964681,7.577237,4.987659,56,45,41,88,4,22,13,49,505.6202412500001,4649.15037125,3097.984790249999,4029.0021894999986
1123,34901-1642729653,2.044622,9.015612,2.974881,8.736842,11,56,99,100,7,0,69,22,503.0143252499999,4096.908567499999,4844.3555824999985,2655.3964604999996
1124,107938-1642723897,1.596848,5.130363,9.475756,8.263883,91,98,74,90,7,32,20,30,505.63931475,6194.9384224999985,2693.2466037500017,2979.6516887500006
1125,68563-1642734373,1.590478,4.366944,8.1373,14.973914,98,94,83,65,11,40,24,10,505.67030900000003,7475.652692999998,3012.4807362500005,1288.2125389999999
1126,38041-1642719727,1.598964,5.905601,4.758371,12.266615999999999,94,66,64,68,33,17,17,2,505.647659,6029.057498500006,4507.188796250003,1050.9872424999994
1127,60061-1642722702,1.603533,6.606022,4.024965,13.077524,74,60,93,54,30,17,37,0,505.72395325,5743.899344499999,4854.142667000002,890.9773837499996
1129,28206-1642718434,1.591572,5.302831,8.152911,8.182142,92,69,78,77,3,21,7,30,505.74421875000013,5793.4665695,3018.3172222499993,3027.0099642499986
1130,89531-1642737214,1.610084,12.004364,4.060612,5.639998,32,26,98,99,14,3,32,36,505.56421200000017,3160.052297000003,4627.0132077499975,3801.3148297500006
1131,78841-1642735804,1.5944530000000001,7.181765,4.594804,10.179463,92,51,91,50,26,8,29,15,505.6250097500003,4893.865586499997,4797.477721999997,2045.4096789999996
1132,54703-1642721970,1.604807,4.509265,14.858402,7.80086,76,99,24,92,9,37,4,33,505.57374975000005,7416.870594999998,1028.7690167500004,3189.05472675
1133,45709-1642720777,1.59041,4.59225,7.473516,11.015621,46,79,75,95,25,3,21,19,505.8407780000001,6517.030001750001,3190.826177999997,2158.312797500002
1134,40794-1642730670,1.597912,7.026334,6.763252,7.330728,68,59,75,81,21,1,33,33,505.633354,5271.021127250005,3392.944334999999,3201.258182500002
1135,26886-1642728613,1.594225,4.987028,7.051271,9.386292,93,78,99,98,23,6,24,24,505.6083195,5884.1431135000075,3293.2949077499998,2677.7708537500007
1136,103942-1642723352,1.573134,7.21688,4.919354,9.06731,77,51,51,89,41,16,10,10,505.8038224999999,4973.047970249999,4354.419708249996,2514.0666952499996
1137,43001-1642720398,1.572295,6.404431,5.982261,9.256144,80,58,93,62,16,22,20,23,505.85150725,5311.225652249998,3983.306885499999,2610.317467750001
1138,55634-1642732665,1.6162670000000001,4.189131,7.972464,12.486388,93,89,32,30,28,31,1,2,505.62381774999994,7104.8867737499995,3112.8013127499994,1408.0917829999994
1139,72109-1642734850,1.598193,4.780782,6.816301,15.925643,64,89,86,36,18,24,33,8,505.51891375000014,6767.988205000002,3772.3231312500006,1114.8059354999991
1140,47949-1642721054,1.603053,3.893187,9.640068,13.887412,100,96,59,63,24,23,7,12,505.63335375,7894.809247750001,2233.2727887499987,1554.5630465000002
1141,57398-1642732880,1.5923919999999998,4.92066,6.414771,11.373662,70,87,93,84,25,13,28,17,505.7656765,6550.9080900000035,3313.294648500002,2030.411959249999
1143,63160-1642723079,1.640784,4.125157,8.719032,10.346077,48,87,32,28,0,47,10,13,505.32460125,6852.689979499997,2760.585547499999,2195.703985
1144,70344-1642734647,1.608252,4.037707,8.398167,19.362684,81,94,48,29,13,46,18,2,505.5010312499999,7773.879767499995,3068.524598250001,690.6342510000001
1145,58740-1642733081,1.658466,4.916769,6.859866,12.023327,20,99,77,36,2,47,30,16,505.30672000000004,6307.651992750002,3560.2259652500015,1957.217455
1146,53390-1642721779,1.600686,5.6660889999999995,4.973722,18.135492,95,70,88,64,32,6,29,2,505.5630205,6324.427128000001,4583.99891975,676.0632997499998
1147,73924-1642735141,1.601222,3.947142,8.408966,13.511564,100,96,77,80,32,22,16,12,505.74898700000006,7496.455909000002,2721.55642425,1525.095702750001
1148,74359-1642735177,1.59979,3.913448,11.133427,12.348066,82,100,63,85,14,21,8,16,505.8133592500001,8165.454865250004,1691.0004617499994,1864.0065180000001
1149,60081-1642733256,1.5973549999999999,5.346566,6.54617,9.238674,81,66,75,100,20,11,16,25,505.59043875000003,5555.304289750002,3541.699647499999,2749.5598804999986
1150,25982-1642718130,1.6123349999999999,4.064646,7.727718,13.69433,91,88,66,54,21,21,9,10,505.53441025000006,7184.877395250001,3068.1622027499993,1418.7216762499995
1151,51152-1642732012,1.578549,5.331324,8.260384,8.71993,42,100,88,86,22,20,24,27,505.93256925000003,6123.905182999996,2998.720407750002,2798.9506707500013
1152,29995-1642729027,1.598675,6.296428,6.530161,7.447005,85,54,61,100,21,14,21,32,505.6166647500003,4685.3959547500035,3774.619101,3303.3812045000004
1153,48459-1642721104,1.593186,4.168851,8.150017,13.526806,27,89,62,61,13,43,17,12,505.86700474999986,7408.702373500004,2879.7686102500015,1512.6085267500005
1154,84179-1642736539,1.600695,4.518667,7.35287,23.214888,97,100,92,96,22,30,30,4,505.47957425000004,7402.201891499998,3536.3817217500005,659.1129292499996
1155,47956-1642721075,1.580129,5.732829,8.024843,7.479098,96,62,91,95,32,20,6,34,505.85150675000006,5518.77021725,3077.607156249999,3288.78879375
1157,35827-1642729976,1.596609,6.6285,6.879745,7.332425,42,71,93,74,8,12,33,34,505.67865350000005,5142.186880999998,3430.624008249999,3302.242754750001
1158,28672-1642728863,1.581939,4.216944,9.255856,12.000553,73,91,71,94,18,28,16,17,505.7311054999999,7412.422893249992,2513.5386002500013,1917.6506975000002
1159,12088-1642726319,1.597448,6.631173,4.112914,11.682281,60,59,67,62,45,44,3,3,505.68938275,5555.442568749997,4833.170176749996,1220.7925322500005
1160,35791-1642719415,1.65828,5.270677,17.9219,5.548849,92,96,68,96,1,41,3,48,505.3329467500002,6654.887199749996,810.7841039999998,4087.4826919999996
1161,67671-1642734287,1.591577,5.802751,6.796813,8.328018,73,62,97,94,20,9,29,29,505.6631552499999,5256.727934000002,3563.916681750001,3007.89475525
1162,56957-1642732820,1.655668,6.414291,24.77005,4.002727,31,100,72,100,2,28,1,64,505.45453975000027,5612.617728499999,549.8707304999998,5079.661607
1163,32661-1642729356,1.6138249999999998,4.632665,7.296392,9.386784,17,76,55,94,2,19,11,21,505.60593575000007,6089.459659749996,3214.851620249999,2535.5017164999995
1164,49372-1642731785,1.575664,5.186876,8.738543,7.78767,87,72,56,100,14,6,16,31,505.8801177500002,6132.864950999997,2680.74154675,3086.414339249996
1165,26420-1642728512,1.583373,4.064029,10.657812,11.706572,52,96,53,97,9,15,10,18,505.8157437500002,7589.844463500003,2080.9173592499988,2093.757390499998
1166,78374-1642822648,1.596538,5.499663,10.479716,6.562997,62,70,84,100,3,24,0,41,505.75852349999985,6277.920004750005,1863.1577495000006,3638.805151999997
1167,10129-1642726055,1.593032,4.990983,6.338868,17.00371,97,77,88,36,17,15,19,6,505.644082,6734.071971249991,4032.9003325,925.2512465000002
1168,5193-1642725393,1.608385,4.721653,6.583171,27.275766,41,83,80,67,7,37,31,1,505.63335425,7088.292835249994,4083.3413607500024,419.3687427499999
1169,37621-1642730237,1.581364,4.576558,9.944087,9.501183,74,92,71,92,9,16,15,26,505.87892525000007,6931.7185887500045,2259.38439275,2678.2786847499992
1170,56516-1642732759,1.606802,4.811583,6.301524,26.765602,64,81,92,94,8,33,31,2,505.4867265,7050.682306000003,4031.2218667499983,519.8538292499998
1171,40794-1642720116,1.590044,5.79453,5.091391,16.888231,99,67,80,30,15,24,29,4,505.7120320000001,6107.280250999998,4672.088620999999,864.8800844999994
1172,22846-1642728021,1.602503,4.023469,8.148244,12.448727,75,100,91,87,10,16,15,14,505.66077150000007,7530.214785749999,2485.669850999999,1722.6409929999998
1173,51599-1642732113,1.586599,7.679514,5.185369,7.953314,67,54,99,58,22,2,45,27,505.75137125000003,4941.061732000004,4029.521942249999,2903.99670525
1174,55150-1642722035,1.6087509999999998,8.082644,3.494241,9.612942,72,47,75,90,19,10,14,9,505.6154722499999,4733.541011000002,4953.314067,1956.3424597499995
1175,42585-1642730896,1.587035,10.170417,5.5057,5.517809,86,34,100,99,22,9,22,43,505.74421775000013,3804.2485720000022,4043.924807499998,3897.90773575
1176,57835-1642722379,1.595602,4.824344,6.790385,14.028195,76,100,93,60,26,28,32,11,505.56421224999985,6636.302470000002,3633.3775517500003,1455.86133075
1177,103928-1642723333,1.576338,4.852015,8.558037,9.828606,30,76,96,87,7,12,18,25,505.9421057500001,6421.617272249997,2851.7961515000015,2641.6301702500023
1180,16158-1642727054,1.605386,3.843358,12.125929,11.076242,34,99,38,81,12,33,5,18,505.63812350000023,8136.609793250003,1433.2687857499998,2107.824086499999
1181,64533-1642733863,1.597333,4.846796,8.034773,8.65584,92,72,45,90,26,8,1,25,505.71322374999994,5941.073894500003,3012.2661585000005,2919.8801505
1182,20191-1642727707,1.60165,6.531455,6.813082,8.251461,26,87,100,90,5,25,34,30,505.7072642500001,5391.6621215000005,3451.4939777499994,3041.7823790000007
1183,22853-1642728039,1.60166,8.402531,2.99421,11.019136,89,43,85,19,30,2,24,5,505.62262575,4658.538102749999,5155.3165905000005,1676.8193230000006
1184,27777-1642728710,1.617797,12.727906,2.967686,5.856497,54,24,83,89,12,7,20,24,505.4533485,2988.557816000001,4629.820584000003,3841.8471817499985
1185,114191-1642724731,1.59563,4.694348,7.06239,10.637177,55,99,48,31,21,1,29,15,505.7382584999999,6267.09341925001,3424.946068500001,2155.9357654999994
1186,82400-1642736258,1.5973419999999998,3.9069979999999997,10.218315,17.24238,96,100,84,41,18,21,12,8,505.63097050000005,8455.827233499997,2136.8122087500005,1060.3713992500002
1187,33588-1642719115,1.599928,4.153836,7.534596,13.442836,48,87,90,42,34,24,18,12,505.72514425000014,6967.0343410000005,3255.269526249998,1516.5412427499998
1188,25081-1642728364,1.5840670000000001,5.135041,6.926087,10.819787,79,74,88,75,23,24,8,19,505.7692525000001,5796.09871125,3740.099667249999,2272.8323942499997
1189,28677-1642718455,1.597713,8.903105,7.620602,4.472194,27,40,42,97,12,15,1,53,505.7120317500001,4206.601381999999,3129.8482412499957,4435.101746000002
1190,33109-1642729430,1.580162,4.688719,8.404661,11.265734,98,86,80,96,27,17,22,19,505.89919050000003,6714.091302750002,3033.0610267499997,2135.614155499999
1191,18369-1642727362,1.5946069999999999,5.7462800000000005,4.99758,13.713739,100,64,89,83,27,15,24,8,505.62262475000006,5722.514391999997,4732.258318999999,1227.0629394999996
1192,81959-1642736237,1.59156,6.45428,6.791707,8.168702,61,77,84,70,21,5,36,30,505.79905475000004,5236.6852762499975,3610.594272250001,3030.7352515000007
1193,62278-1642723014,1.5914030000000001,5.363107,5.774214,17.004044,55,72,99,38,16,28,24,6,505.5582522500002,6340.804101250003,4312.995673,1005.7866570000002
1194,36284-1642730081,1.608852,3.715092,9.12184,13.959394,83,97,77,79,15,18,9,11,505.6297777500001,7986.6015915,2253.20219775,1406.1725154999997
1195,42144-1642730812,1.60637,4.355394,12.893206,8.625366,53,93,84,94,4,27,4,29,505.67388525,7381.294965749997,1357.885598999999,2922.7364062499987
1196,35841-1642730018,1.606226,3.894278,9.072355,16.341324,84,99,98,84,13,16,15,8,505.6607722500002,8126.04069825,2399.5065675,1088.0756395000008
1197,13880-1642726602,1.597937,6.979857,3.915658,10.63448,27,53,59,24,26,16,56,0,505.7275287500001,5223.609209249998,4699.881075000002,1681.950092
1198,104837-1642723450,1.587695,7.914881,6.161617,6.931226,66,44,39,36,32,18,3,16,505.79428674999997,4803.663491,3615.5009267500013,3413.1717679999997
1199,42994-1642720387,1.577907,5.006721,7.003542,11.365147,67,74,94,88,16,12,22,17,505.8360095000001,6294.264793500001,3504.6446312499984,2051.0876197499992
1201,40773-1642720099,1.5954519999999999,9.158664,4.05235,7.95029,97,39,73,80,28,10,20,22,505.66673199999997,4177.622798000001,4682.2738654999985,2898.14949125
1202,69445-1642734521,1.5816729999999999,4.723919,8.860291,9.050551,98,76,82,97,12,21,6,27,505.9039595,6522.138121250002,2613.4061810000003,2750.5028255000016
1203,39421-1642730475,1.609394,4.293721,7.530091,32.323353,100,90,72,92,29,14,22,0,505.5868622500001,7522.072789250002,3599.8201344999998,324.88227049999983
1204,81952-1642736210,1.5980509999999999,4.252533,7.305991,15.204161,75,86,79,42,13,25,17,9,505.5010315,7022.104264000001,3421.652317500001,1242.9261212500003
1205,43475-1642731006,1.576868,5.701391,5.7454,12.566457,69,72,92,93,21,1,39,12,505.8908457500001,6188.433167249996,4057.571888000001,1585.383414750001
1206,109272-1642724063,1.592522,7.835485,4.386087,9.175359,81,47,93,97,30,21,22,17,505.58566974999997,4720.568658750002,4542.844296250002,2458.595037
1207,114639-1642724791,1.5805639999999999,5.430817,7.791892,8.422138,51,67,88,88,14,16,17,29,505.69534225000007,5673.340560499998,3198.574781249998,2995.409965
1208,62719-1642723025,1.612997,4.808226,13.192817,6.761127,75,76,12,96,0,23,2,28,505.5749422500001,6662.51302,1530.4231630000006,3543.3971887499983
1209,35826-1642719445,1.595878,4.433612,8.233483,11.422312,49,91,92,81,5,18,20,17,505.70726375000004,7169.686555999997,2777.3022654999986,1947.8118414999994
1210,73473-1642735023,1.608397,4.1851140000000004,7.686545,16.115551,52,88,81,95,10,15,16,7,505.5522905000002,7426.011565249994,3242.6428787499995,998.5828392500003
1211,40801-1642730678,1.611882,4.032909,7.835908,14.783493,90,95,85,75,25,39,20,7,505.47718899999995,7606.0676562499975,2933.2613952499983,1085.9227185
1212,34915-1642729693,1.6064189999999998,9.040401,3.002048,10.623531,100,41,77,82,38,2,17,6,505.59997525000017,4280.4396125,5651.9174577500025,1632.822752499999
1213,54737-1642732547,1.5888390000000001,4.069574,9.464033,13.456868,47,93,98,50,8,24,13,12,505.64527550000014,7914.444209499991,2386.981248749999,1455.3713802499997
1214,89980-1642737290,1.588072,5.677056,6.975217,9.013914,57,63,99,66,28,29,8,26,505.77402125000003,5575.783252250005,3543.311356750004,2782.4640265000007
1215,35833-1642719454,1.577096,6.96823,6.257711,8.222432,89,52,62,77,26,13,21,28,505.80501599999997,4992.980955499999,3917.38414525,2992.7885542500007
1216,70330-1642734611,1.596776,6.3286,4.594496,12.362605,97,60,83,46,33,18,23,6,505.52606675000015,5546.907185500001,4848.636388250001,1194.69523475
1217,28665-1642728839,1.610085,6.4563559999999995,6.416567,9.089299,90,73,99,73,2,21,37,26,505.75017875,5460.987093749997,3648.7638965000015,2750.9510519999994
1218,52040-1642732152,1.596134,4.612901,14.130323,6.899088,54,85,81,74,15,31,0,38,505.6118962500001,7091.250420249995,976.0308262500001,3488.458394750002
1219,80166-1642822903,1.594156,3.978544,11.500617,11.07162,97,95,46,100,18,3,7,20,505.59997400000003,7866.710426749999,1653.6986837499996,2231.3868994999993
1220,83730-1642736468,5.263526,5.67763,9.635897,6.562121,7,73,81,87,4,18,16,41,462.17083975,5627.6869747499995,2509.5784670000007,3643.531799749997
1221,50233-1642721367,1.6127259999999999,3.890354,9.209067,34.542229,73,100,77,47,30,48,0,0,505.49387900000005,8362.770078249998,2775.0158312500002,269.8397644999998
1222,28217-1642728777,1.597363,3.926103,9.197491,17.794544,89,95,65,71,19,40,4,7,505.7048797500001,8044.406174749991,2659.8870734999987,983.3121299999997
1223,57388-1642722356,1.5881919999999998,4.395304,8.25308,12.813037,97,87,65,82,37,24,22,14,505.7656770000002,7035.372255499997,3076.0705479999997,1691.7920107499988
1224,72576-1642734935,1.592258,7.029795,5.266289,9.081093,61,53,100,82,9,22,14,20,505.80620775,4987.8478052499995,4338.576792250001,2494.3327902499996
1225,53383-1642721768,1.603606,3.946193,8.781924,13.293012,71,92,95,57,4,21,12,13,505.77640500000007,7629.266980249996,2553.402184000002,1562.1519087499994
1226,82409-1642823157,1.5855920000000001,4.07598,9.784379,13.07056,98,93,61,90,21,14,7,14,505.76925175,7948.8229755000075,2170.0572962500005,1673.3777532500005
1228,62738-1642733583,1.621382,4.650813,7.087549,20.913237,46,95,78,72,3,40,32,5,505.42712250000005,7201.81226750001,3629.4114605,789.387226
1230,19272-1642727537,1.606188,4.600018,13.773700999999999,7.519596,36,100,83,81,6,34,5,35,505.44857924999985,7142.970561,1219.521761,3292.8061479999983
1231,59607-1642722612,1.584918,4.385295,8.791782,10.767875,89,88,89,60,25,37,16,20,505.84316375000014,6802.420620000006,2755.4047102500017,2257.564068000001
1232,15253-1642726887,1.584842,6.1178609999999995,15.522484,4.798894,36,72,61,74,9,16,3,54,505.6834215,6039.336921250002,1040.2655604999995,4470.840691249998
1233,55606-1642722096,1.6193849999999999,4.114021,7.891595,28.486692,96,100,98,99,31,15,26,2,505.43188999999984,7765.797376500003,3242.8014282499994,486.93180124999964
1234,27770-1642728696,1.5758519999999998,5.759346,8.232809,8.542397,64,90,85,86,15,27,27,29,505.88846175000003,5909.391641499999,3078.3164509999992,2935.5919350000013
1235,60504-1642722748,1.582156,5.683164,8.482904,8.11309,55,65,31,94,15,18,1,20,505.8240885000001,5595.672128999997,3044.5396899999996,3239.780663249999
1236,2391-1642725051,1.602187,4.394408,6.744283,12.89461,99,84,98,94,22,5,17,11,505.6571960000003,6805.59635075,3492.3481939999997,1458.2943917499995
1237,35355-1642729757,1.5923539999999998,4.077327,9.489997,10.343811,59,89,32,48,12,22,6,12,505.87177275000005,6996.9165345,2612.59079125,2206.31956825
1238,36728-1642730143,1.6107909999999999,9.526987,2.9722049999999998,12.50211,96,40,99,54,30,10,29,0,505.70964775,4256.554844750002,6095.238924500001,1087.0718947500002
1239,84210-1642823415,1.614554,4.237452,7.625837,24.28558,100,91,99,41,18,20,27,2,505.54871499999996,7653.357984249997,3387.7992620000014,495.42784474999996
1240,86024-1642823664,1.6453389999999999,4.230117,7.7413,12.630476,18,95,85,72,1,41,22,15,505.3377147500001,6895.289422499993,3094.633816750001,1834.348441250001
1241,33549-1642729478,1.587008,5.2114139999999995,8.986858,8.180306,65,95,100,69,7,11,21,30,505.8074000000001,6339.896915500005,2640.80881925,2940.9718487500004
1244,34908-1642729684,1.6033979999999999,6.452267,4.600022,13.00778,54,59,90,93,6,20,31,7,505.57017350000007,5432.627200500002,4945.576190499998,1238.7716759999998
1245,38509-1642719776,1.5834679999999999,6.401556,4.992356,11.045688,69,58,82,89,44,12,19,12,505.72276074999996,5375.641582500007,4667.500260249998,1722.5301277500005
1246,50698-1642721402,1.596943,6.902149,10.088019,4.801118,82,57,95,95,6,20,10,52,505.74779525,5313.223599750003,2173.187734,4261.374474249999
1247,38062-1642719772,1.584303,6.693879,6.33071,8.367968,32,56,85,92,4,10,26,26,505.8729650000002,5243.490934750007,3790.7600410000023,2884.8171247500027
1248,45688-1642731292,1.589671,5.968488,7.341049,8.034227,96,60,55,99,9,16,15,30,505.76210025000006,5301.369431000001,3457.926511500001,3131.4790270000017
1249,60530-1642733320,1.602179,9.579406,3.028316,6.933559,100,38,69,80,37,12,23,10,505.667924,4134.165049249997,4795.141219999995,2721.9557742499996
1250,40286-1642720070,1.581602,6.4370519999999996,6.881496,7.979283,92,81,97,97,18,3,34,31,505.56778925000003,5283.645389000002,3455.923796500002,3118.6556822499992
1251,52502-1642732219,1.682237,4.480744,6.88787,15.794904,46,99,75,45,1,57,29,7,504.98247124999983,6882.952449500007,3597.8150382499975,1107.09905525
1252,34458-1642729591,1.6086900000000002,11.306584,2.972034,6.359203,80,29,88,90,10,3,40,21,505.6583877500001,3373.917342749999,4959.102868249997,3278.9051517499993
1253,24192-1642728217,1.633084,7.603746,3.133404,11.586815,85,61,99,69,2,4,66,9,505.35082824999984,4881.511925749997,4813.750980499999,1776.5939245
1254,85077-1642736637,1.604906,4.996028,6.683315,10.998124,93,92,100,62,24,19,30,19,505.61666450000007,6109.678745250001,3525.8078587500004,2211.60054275
